Model,Device number,Pipeline parallelism,Tensor parallelism,Channels per device,Channels per block,Sequence length,PIM latency,CXL latency,Acc latency,TransformerBlock latency,Embedding latency,Token latency (ms),Throughput (tokens/s),Token energy (mJ),Total power (W),Device utilization
Llama2-7B,8,32,1,32,8,1536,0.272467,0.00032238887363,0.028584,0.3013733888736301,0.237748,10.031696443956164,3189.8891856201617,67.71581704316179,248.5285081979167,1.0
Llama2-7B,8,32,1,32,8,1664,0.277651,0.00032238887363,0.030344,0.3083173888736301,0.237748,10.253904443956165,3120.762454428896,68.23404090959967,245.7547097240769,1.0
Llama2-7B,8,32,1,32,8,1792,0.282835,0.00032238887363,0.032104,0.3152613888736301,0.237748,10.476112443956165,3054.568206592829,68.75226477603755,243.0825915322981,1.0
Llama2-7B,8,32,1,32,8,1920,0.288019,0.00032238887363,0.033864,0.3222053888736301,0.237748,10.698320443956163,2991.123715879894,69.2704886424754,240.5066632495613,1.0
Llama2-7B,8,32,1,32,8,2048,0.293203,0.00032238887363,0.035624,0.3291493888736301,0.237748,10.920528443956163,2930.2611283165534,69.78871250891326,238.0218227948325,1.0
Llama2-7B,8,32,1,32,8,2176,0.301009,0.00032238887363,0.037384,0.3387153888736302,0.237748,11.226640443956166,2850.3629522781343,70.78193460847443,235.14889790163883,1.0
Llama2-7B,8,32,1,32,8,2304,0.306193,0.00032238887363,0.039144,0.3456593888736301,0.237748,11.448848443956164,2795.04092980572,71.30015847491227,232.860184507524,1.0
Llama2-7B,8,32,1,32,8,2432,0.311377,0.00032238887363,0.0409039999999999,0.3526033888736301,0.237748,11.671056443956164,2741.825485435909,71.81838234135017,230.64767899154444,1.0
Llama2-7B,8,32,1,32,8,2560,0.316561,0.00032238887363,0.0426639999999999,0.3595473888736301,0.237748,11.893264443956165,2690.598544309804,72.33660620778804,228.50763741518384,1.0
Llama2-7B,8,32,1,32,8,2688,0.321745,0.00032238887363,0.044424,0.3664913888736301,0.237748,12.115472443956165,2641.250693939161,72.85483007422593,226.43655713134896,1.0
Llama2-7B,8,32,1,32,8,2816,0.326929,0.00032238887363,0.0461839999999999,0.3734353888736301,0.237748,12.337680443956163,2593.680404137536,73.37305394066378,224.43115765399745,1.0
Llama2-7B,8,32,1,32,8,2944,0.332113,0.00032238887363,0.0479439999999999,0.3803793888736301,0.237748,12.559888443956163,2547.7933297567183,73.89127780710162,222.4883633194173,1.0
Llama2-7B,8,32,1,32,8,3072,0.337297,0.00032238887363,0.049704,0.3873233888736301,0.237748,12.782096443956164,2503.501686151864,74.40950167353951,220.60528754640416,1.0
Llama2-7B,8,32,1,32,8,3200,0.345103,0.00032238887363,0.0514639999999999,0.3968893888736301,0.237748,13.088208443956164,2444.9488359712723,75.40272377310062,218.4933882727784,1.0
Llama2-7B,8,32,1,32,8,3328,0.350287,0.00032238887363,0.0532239999999999,0.4038333888736301,0.237748,13.310416443956164,2404.1321422764486,75.92094763953853,216.7392670568377,1.0
Llama2-7B,8,32,1,32,8,3456,0.355471,0.00032238887363,0.054984,0.4107773888736301,0.237748,13.532624443956164,2364.65588271694,76.43917150597639,215.03630818259828,1.0
Llama2-7B,8,32,1,32,8,3584,0.360655,0.00032238887363,0.0567439999999999,0.4177213888736301,0.237748,13.754832443956165,2326.455093537741,76.95739537241424,213.3823054509552,1.0
Llama2-7B,8,32,1,32,8,3712,0.365839,0.00032238887363,0.0585039999999999,0.4246653888736301,0.237748,13.977040443956165,2289.468942177753,77.47561923885212,211.7751777116493,1.0
Llama2-7B,8,32,1,32,8,3840,0.371023,0.00032238887363,0.060264,0.4316093888736301,0.237748,14.199248443956163,2253.640404018752,77.99384310529,210.2129601272427,1.0
Llama2-7B,8,32,1,32,8,3968,0.376207,0.00032238887363,0.0620239999999999,0.4385533888736301,0.237748,14.421456443956163,2218.9159690185634,78.51206697172786,208.6937961593693,1.0
Llama2-7B,8,32,1,32,8,4096,0.381391,0.00032238887363,0.063784,0.4454973888736301,0.237748,14.643664443956164,2185.245375054142,79.03029083816574,207.21593020854115,1.0
